filtered_time,future_angle,delta_time,gps_latitude,gps_longitude,corrected_latitude,corrected_longitude
0.0,180.0,0.0,53.22961426376272,10.40529781724014,53.2295966,10.4053239
9.148090875009075,270.0,9.148090875009075,53.22947708999367,10.40540451432211,53.2295037,10.4053357
26.17045429169957,270.0,17.022363416690496,53.22946714717592,10.40501290299441,53.2294835,10.4050846
41.94908891670639,360.0,15.778634625006816,53.22943054182347,10.40465559949939,53.2294744,10.4047508
53.153673875000095,450.0,11.204584958293708,53.22959335276327,10.40466022912508,53.2295982,10.4047287
60.81732662500872,450.0,7.663652750008623,53.22962120141187,10.40478937827905,53.2296053,10.4048372
63.74636679170362,450.0,2.9290401666949037,53.2296290986361,10.4048287068053,53.2296053,10.4048372
67.2170780000015,450.0,3.470711208297871,53.22964086765191,10.40491174539342,53.2296053,10.4048372
69.99565462500323,450.0,2.778576625001733,53.22964059651818,10.40495940692903,53.2296167,10.4050307
73.76729450000857,,3.7716398750053486,53.22965008797141,10.40500610396388,53.2296167,10.4050307
